adjustment_id,ticket_id,trip_id,adjustment_type,amount,reason,created_at,currency
ADJ0000125,TK0000318,T0002859,appeasement_credit,3.3,service_recovery,2026-04-15 23:53:43.000000000,USD
ADJ0000126,TK0000322,T0002899,refund,12.25,safety_concern,2026-06-18 03:26:46.000000000,USD
ADJ0000127,TK0000325,T0002914,refund,2.82,pickup_issue,2026-06-02 06:12:16.000000000,USD
ADJ0000128,TK0000328,T0002932,refund,3.26,pickup_issue,2026-05-03 03:19:01.000000000,USD
ADJ0000129,TK0000330,T0002936,refund,1.26,route_issue,2026-03-29 12:13:34.000000000,USD
ADJ0000130,TK0000333,T0002971,refund,13.67,trip_status_issue,2026-06-17 16:40:02.000000000,USD
ADJ0000131,TK0000333,T0002971,appeasement_credit,17.23,service_recovery,2026-06-17 17:02:02.000000000,USD
ADJ0000132,TK0000341,T0003047,refund,2.4,pickup_issue,2026-05-07 23:24:20.000000000,USD
ADJ0000133,TK0000342,T0003085,refund,1.66,dropoff_issue,2026-02-04 21:37:55.000000000,USD
ADJ0000134,TK0000344,T0003097,refund,5.35,trip_status_issue,2026-05-21 16:03:24.000000000,USD
ADJ0000135,TK0000346,T0003108,appeasement_credit,15.25,service_recovery,2026-06-26 02:10:21.000000000,USD
ADJ0000136,TK0000348,T0003156,refund,5.49,trip_status_issue,2026-03-31 22:05:14.000000000,USD
ADJ0000137,TK0000351,T0003196,appeasement_credit,13.75,service_recovery,2026-02-24 12:08:55.000000000,USD
ADJ0000138,TK0000353,T0003207,refund,2.9,cancellation_issue,2026-01-25 15:17:35.000000000,USD
ADJ0000139,TK0000355,T0003224,refund,4.47,payment_issue,2026-06-27 14:44:35.000000000,USD
ADJ0000140,TK0000358,T0003238,refund,9.65,dropoff_issue,2026-05-30 05:31:38.000000000,USD
ADJ0000141,TK0000363,T0003272,refund,13.37,cancellation_issue,2026-05-31 12:06:12.000000000,USD
ADJ0000142,TK0000366,T0003292,refund,2.09,safety_concern,2026-06-06 08:42:11.000000000,USD
ADJ0000143,TK0000375,T0003377,refund,3.93,payment_issue,2026-03-02 00:26:24.000000000,USD
ADJ0000144,TK0000377,T0003411,refund,7.19,safety_concern,2026-02-16 00:22:51.000000000,USD
ADJ0000145,TK0000378,T0003413,refund,17.46,payment_issue,2026-03-23 07:21:05.000000000,USD
ADJ0000146,TK0000381,T0003447,refund,2.48,vehicle_access_issue,2026-05-03 06:11:27.000000000,USD
ADJ0000147,TK0000388,T0003498,refund,4.0,payment_issue,2026-02-17 02:31:34.000000000,USD
ADJ0000148,TK0000389,T0003508,refund,5.14,trip_status_issue,2026-03-18 21:20:08.000000000,USD
ADJ0000149,TK0000389,T0003508,appeasement_credit,10.81,service_recovery,2026-03-18 21:43:08.000000000,USD
ADJ0000150,TK0000390,T0003514,refund,2.27,pickup_issue,2026-03-01 20:23:39.000000000,USD
ADJ0000151,TK0000393,T0003538,refund,2.71,safety_concern,2026-01-22 00:25:15.000000000,USD
ADJ0000152,TK0000393,T0003538,appeasement_credit,9.87,service_recovery,2026-01-22 01:13:15.000000000,USD
ADJ0000153,TK0000394,T0003545,appeasement_credit,11.69,service_recovery,2026-03-17 04:53:21.000000000,USD
ADJ0000154,TK0000396,T0003559,refund,6.47,trip_status_issue,2026-02-26 13:46:39.000000000,USD
ADJ0000155,TK0000396,T0003559,appeasement_credit,10.71,service_recovery,2026-02-26 14:20:39.000000000,USD
ADJ0000156,TK0000397,T0003567,appeasement_credit,3.39,service_recovery,2026-01-10 03:06:17.000000000,USD
ADJ0000157,TK0000398,T0003568,refund,1.79,route_issue,2026-01-03 09:30:59.000000000,USD
ADJ0000158,TK0000399,T0003576,refund,4.23,trip_status_issue,2026-04-17 05:44:24.000000000,USD
ADJ0000159,TK0000409,T0003660,refund,9.62,payment_issue,2026-02-04 08:55:59.000000000,USD
ADJ0000160,TK0000411,T0003672,refund,0.69,vehicle_access_issue,2026-04-29 05:14:01.000000000,USD
ADJ0000161,TK0000412,T0003685,refund,2.27,trip_status_issue,2026-03-17 11:06:32.000000000,USD
ADJ0000162,TK0000417,T0003716,refund,3.32,pickup_issue,2026-04-19 07:46:26.000000000,USD
ADJ0000163,TK0000417,T0003716,appeasement_credit,17.81,service_recovery,2026-04-19 07:37:26.000000000,USD
ADJ0000164,TK0000419,T0003737,refund,6.85,cancellation_issue,2026-06-01 04:10:07.000000000,USD
ADJ0000165,TK0000423,T0003750,appeasement_credit,13.03,service_recovery,2026-01-25 01:52:05.000000000,USD
ADJ0000166,TK0000425,T0003752,refund,5.91,payment_issue,2026-06-20 04:11:10.000000000,USD
ADJ0000167,TK0000426,T0003761,refund,1.31,trip_status_issue,2026-05-28 06:12:43.000000000,USD
ADJ0000168,TK0000426,T0003761,appeasement_credit,12.32,service_recovery,2026-05-28 07:04:43.000000000,USD
ADJ0000169,TK0000428,T0003774,appeasement_credit,11.93,service_recovery,2026-05-30 09:05:24.000000000,USD
ADJ0000170,TK0000430,T0003787,refund,3.29,trip_status_issue,2026-05-25 05:15:30.000000000,USD
ADJ0000171,TK0000431,T0003805,appeasement_credit,11.15,service_recovery,2026-07-01 15:11:47.000000000,USD
ADJ0000172,TK0000432,T0003813,refund,12.92,payment_issue,2026-02-09 06:07:32.000000000,USD
ADJ0000173,TK0000433,T0003817,refund,6.46,vehicle_access_issue,2026-05-24 16:30:39.000000000,USD
ADJ0000174,TK0000434,T0003821,refund,4.33,payment_issue,2026-04-18 04:59:48.000000000,USD
ADJ0000175,TK0000435,T0003855,refund,1.8,cancellation_issue,2026-05-21 03:56:33.000000000,USD
ADJ0000176,TK0000440,T0003912,appeasement_credit,17.62,service_recovery,2026-06-05 07:07:46.000000000,USD
ADJ0000177,TK0000441,T0003941,refund,6.88,lost_item,2026-03-22 13:42:50.000000000,USD
ADJ0000178,TK0000448,T0004003,refund,2.76,safety_concern,2026-04-19 06:13:30.000000000,USD
ADJ0000179,TK0000451,T0004011,refund,7.15,payment_issue,2026-05-28 11:33:29.000000000,USD
ADJ0000180,TK0000453,T0004015,refund,13.06,other,2026-04-22 05:00:58.000000000,USD
ADJ0000181,TK0000456,T0004030,appeasement_credit,4.12,service_recovery,2026-02-17 23:21:55.000000000,USD
ADJ0000182,TK0000458,T0004045,refund,15.52,dropoff_issue,2026-03-08 07:23:07.000000000,USD
ADJ0000183,TK0000459,T0004065,refund,8.63,trip_status_issue,2026-05-31 05:21:37.000000000,USD
ADJ0000184,TK0000466,T0004150,refund,3.0,route_issue,2026-04-27 20:30:13.000000000,USD
ADJ0000185,TK0000468,T0004165,refund,5.37,trip_status_issue,2026-06-17 22:12:36.000000000,USD
ADJ0000186,TK0000469,T0004171,refund,9.47,pickup_issue,2026-01-22 03:01:02.000000000,USD
ADJ0000187,TK0000474,T0004210,refund,1.23,pickup_issue,2026-01-09 01:00:43.000000000,USD
ADJ0000188,TK0000474,T0004210,appeasement_credit,13.63,service_recovery,2026-01-09 00:57:43.000000000,USD
ADJ0000189,TK0000479,T0004264,refund,4.8,trip_status_issue,2026-02-27 14:59:16.000000000,USD
ADJ0000190,TK0000480,T0004267,appeasement_credit,13.04,service_recovery,2026-06-25 15:08:43.000000000,USD
ADJ0000191,TK0000483,T0004271,refund,3.49,cancellation_issue,2026-03-16 18:26:51.000000000,USD
ADJ0000192,TK0000483,T0004271,appeasement_credit,8.98,service_recovery,2026-03-16 19:37:51.000000000,USD
ADJ0000193,TK0000486,T0004291,refund,1.7,cancellation_issue,2026-03-18 17:32:52.000000000,USD
ADJ0000194,TK0000490,T0004380,refund,3.58,trip_status_issue,2026-01-25 19:12:19.000000000,USD
ADJ0000195,TK0000491,T0004386,refund,11.74,safety_concern,2026-04-02 00:43:06.000000000,USD
ADJ0000196,TK0000500,T0004451,refund,2.48,cancellation_issue,2026-01-28 14:52:24.000000000,USD
ADJ0000197,TK0000500,T0004451,appeasement_credit,9.5,service_recovery,2026-01-28 15:10:24.000000000,USD
ADJ0000198,TK0000502,T0004490,refund,8.73,route_issue,2026-05-25 16:51:57.000000000,USD
ADJ0000199,TK0000504,T0004513,refund,18.38,route_issue,2026-03-26 18:34:03.000000000,USD
ADJ0000200,TK0000506,T0004535,refund,5.35,payment_issue,2026-01-12 21:51:53.000000000,USD
ADJ0000201,TK0000508,T0004540,refund,8.47,payment_issue,2026-06-29 11:44:08.000000000,USD
ADJ0000202,TK0000510,T0004554,refund,8.81,dropoff_issue,2026-02-12 03:11:23.000000000,USD
ADJ0000203,TK0000511,T0004561,refund,11.86,payment_issue,2026-03-16 04:25:54.000000000,USD
ADJ0000204,TK0000516,T0004612,refund,5.26,trip_status_issue,2026-01-18 14:13:50.000000000,USD
ADJ0000205,TK0000518,T0004623,refund,2.3,trip_status_issue,2026-03-22 05:05:30.000000000,USD
ADJ0000206,TK0000518,T0004623,appeasement_credit,4.18,service_recovery,2026-03-22 04:50:30.000000000,USD
ADJ0000207,TK0000520,T0004639,refund,4.55,cancellation_issue,2026-04-05 06:01:37.000000000,USD
ADJ0000208,TK0000530,T0004762,refund,15.07,route_issue,2026-02-13 12:45:06.000000000,USD
ADJ0000209,TK0000531,T0004796,refund,5.61,dropoff_issue,2026-01-13 12:57:01.000000000,USD
ADJ0000210,TK0000533,T0004802,refund,11.29,lost_item,2026-04-18 19:11:12.000000000,USD
ADJ0000211,TK0000536,T0004820,refund,3.47,payment_issue,2026-02-27 07:18:55.000000000,USD
ADJ0000212,TK0000538,T0004837,refund,3.75,cancellation_issue,2026-02-18 01:37:14.000000000,USD
ADJ0000213,TK0000548,T0004926,refund,3.03,dropoff_issue,2026-04-07 11:16:47.000000000,USD
ADJ0000214,TK0000549,T0004979,refund,6.53,vehicle_access_issue,2026-04-19 07:11:20.000000000,USD
ADJ0000215,TK0000551,T0004992,refund,5.04,pickup_issue,2026-02-27 23:33:11.000000000,USD
ADJ0000216,TK0000560,T0005040,refund,1.37,cancellation_issue,2026-02-14 07:59:33.000000000,USD
ADJ0000217,TK0000563,T0005069,refund,1.45,trip_status_issue,2026-06-30 18:44:37.000000000,USD
ADJ0000218,TK0000565,T0005094,refund,0.73,trip_status_issue,2026-06-05 02:48:16.000000000,USD
ADJ0000219,TK0000566,T0005098,refund,5.29,vehicle_access_issue,2026-06-02 05:13:09.000000000,USD
ADJ0000220,TK0000567,T0005103,appeasement_credit,16.49,service_recovery,2026-04-21 23:51:56.000000000,USD
ADJ0000221,TK0000576,T0005246,refund,1.4,vehicle_access_issue,2026-01-21 10:26:37.000000000,USD
ADJ0000222,TK0000578,T0005258,refund,5.39,pickup_issue,2026-04-08 18:55:40.000000000,USD
ADJ0000223,TK0000583,T0005293,refund,1.33,pickup_issue,2026-04-20 17:01:30.000000000,USD
ADJ0000224,TK0000585,T0005326,refund,2.27,trip_status_issue,2026-03-08 15:26:56.000000000,USD
ADJ0000225,TK0000587,T0005337,refund,3.21,cancellation_issue,2026-04-14 08:30:34.000000000,USD
ADJ0000226,TK0000589,T0005356,appeasement_credit,7.11,service_recovery,2026-05-08 16:16:16.000000000,USD
ADJ0000227,TK0000595,T0005396,refund,5.23,payment_issue,2026-01-14 15:02:55.000000000,USD
ADJ0000228,TK0000596,T0005403,refund,3.85,payment_issue,2026-01-07 01:17:18.000000000,USD
ADJ0000229,TK0000600,T0005457,refund,6.86,route_issue,2026-02-02 03:55:20.000000000,USD
ADJ0000230,TK0000602,T0005463,refund,9.38,route_issue,2026-06-07 23:32:33.000000000,USD
ADJ0000231,TK0000604,T0005474,appeasement_credit,16.33,service_recovery,2026-04-22 20:18:51.000000000,USD
ADJ0000232,TK0000608,T0005502,appeasement_credit,18.35,service_recovery,2026-01-04 08:26:02.000000000,USD
ADJ0000233,TK0000609,T0005520,appeasement_credit,9.25,service_recovery,2026-02-25 13:14:02.000000000,USD
ADJ0000234,TK0000612,T0005546,refund,9.82,pickup_issue,2026-01-31 20:03:41.000000000,USD
ADJ0000235,TK0000615,T0005574,appeasement_credit,3.89,service_recovery,2026-06-18 05:10:54.000000000,USD
ADJ0000236,TK0000617,T0005588,appeasement_credit,17.08,service_recovery,2026-04-17 20:19:56.000000000,USD
ADJ0000237,TK0000618,T0005590,refund,8.48,payment_issue,2026-06-20 01:58:43.000000000,USD
ADJ0000238,TK0000619,T0005593,refund,6.33,dropoff_issue,2026-03-17 06:33:59.000000000,USD
ADJ0000239,TK0000619,T0005593,appeasement_credit,8.45,service_recovery,2026-03-17 07:14:59.000000000,USD
ADJ0000240,TK0000621,T0005620,refund,5.9,vehicle_access_issue,2026-02-06 12:19:15.000000000,USD
ADJ0000241,TK0000627,T0005661,refund,5.46,route_issue,2026-05-04 09:40:52.000000000,USD
ADJ0000242,TK0000629,T0005663,refund,1.95,cancellation_issue,2026-02-17 12:34:18.000000000,USD
ADJ0000243,TK0000635,T0005715,refund,4.39,safety_concern,2026-01-10 19:41:18.000000000,USD
ADJ0000244,TK0000636,T0005720,refund,2.04,cancellation_issue,2026-06-09 15:05:58.000000000,USD
ADJ0000245,TK0000637,T0005723,refund,11.0,cancellation_issue,2026-02-18 20:36:43.000000000,USD
ADJ0000246,TK0000640,T0005754,refund,13.32,payment_issue,2026-05-19 15:20:52.000000000,USD
ADJ0000247,TK0000644,T0005809,appeasement_credit,10.67,service_recovery,2026-01-23 13:35:00.000000000,USD
ADJ0000248,TK0000645,T0005813,refund,3.56,cancellation_issue,2026-03-07 19:55:22.000000000,USD
ADJ0000249,TK0000648,T0005855,refund,7.84,cancellation_issue,2026-03-30 15:47:37.000000000,USD
ADJ0000250,TK0000650,T0005873,refund,9.64,dropoff_issue,2026-03-04 12:22:26.000000000,USD
ADJ0000251,TK0000653,T0005912,refund,2.07,trip_status_issue,2026-03-27 21:08:50.000000000,USD
ADJ0000252,TK0000661,T0006026,refund,6.42,pickup_issue,2026-02-05 19:10:14.000000000,USD
ADJ0000253,TK0000661,T0006026,appeasement_credit,6.52,service_recovery,2026-02-05 19:11:14.000000000,USD
ADJ0000254,TK0000664,T0006035,refund,6.79,trip_status_issue,2026-05-12 17:43:12.000000000,USD
ADJ0000255,TK0000670,T0006093,refund,4.85,route_issue,2026-02-11 22:38:32.000000000,USD
ADJ0000256,TK0000672,T0006100,appeasement_credit,8.35,service_recovery,2026-04-26 19:55:54.000000000,USD
ADJ0000257,TK0000673,T0006105,appeasement_credit,6.73,service_recovery,2026-04-11 01:23:51.000000000,USD
